num_errors,error_type,dob_error_flag,dob_error_msg
3,"['Data de nascimento', 'Nome', 'Sobrenome']",False,
1,['Skatteregistreringsnummer/personnummer'],False,
2,"['Document number', 'Last name']",False,
3,"['Apellidos', 'Fecha de nacimiento', 'Número de documento']",False,
2,"['Geburtsdatum', 'Nachname']",False,
3,"['Tipo de documento', 'Fecha de nacimiento', 'Número de documento']",False,
1,['Fiscaal nummer / sofinummer'],False,
1,['Fornavn(e)'],False,
4,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Tipo de documento']",False,
4,"['City', 'Postal code', 'Street and number', 'Country']",False,
2,"['Nombre', 'Número de documento']",False,
2,"['Last name', 'Gender']",False,
4,"['Last name', 'Date of birth', 'Document number', 'Document type']",False,
2,"['Nome', 'Cognome']",False,
3,"['Nome', 'Cognome', 'Data di nascita']",False,
3,"['Fornavn', 'Etternavn', 'Tittel']",False,
2,"['Efternavn', 'Titel']",False,
2,"['Número de documento', 'Fecha de nacimiento']",False,
1,['Data de nascimento'],True,Não pode ser antes de 1900 ou após a data atual.
1,['Dokumentnummer'],False,
2,"['Nachname', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
3,"['Prénom', 'Nom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
2,"['Data di nascita', 'Genere']",False,
3,"['Ville', 'Code postal', 'Numéro de TVA']",False,
2,"['Date de naissance', 'Numéro de document']",False,
3,"['Nome', 'Cognome', 'Data di nascita']",False,
7,"['Número fiscal/Número do CPF', 'Nome', 'Sobrenome', 'Cidade', 'CEP', 'Rua e número', 'País']",False,
5,"['Nome', 'Cognome', 'Data di nascita', 'Genere', 'Titolo']",False,
3,"['Número de documento', 'Fecha de nacimiento', 'Tipo de documento']",False,
5,"['Document number', 'First name(s)', 'Last name', 'Date of birth', 'Document type']",False,
2,"['Fiscal number / Social security number', 'Street and number']",False,
4,"['Fornavn(e)', 'Efternavn', 'Fødselsdato', 'Titel']",False,
4,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Género']",False,
4,"['Nom', 'Numéro de document', 'Type de document', 'Prénom']",False,
4,"['Date of birth', 'First name(s)', 'Last name', 'Title']",False,
1,['Número do documento'],False,
5,"['Numéro de document', 'Prénom', 'Nom', 'Date de naissance', 'Type de document']",False,
2,"['Last name', 'Document number']",False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'CAP', 'Via e numero civico', 'Paese']",False,
3,"['Last name', 'First name(s)', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
1,['Geboortedatum'],True,Mag niet voor 1900 of na de huidige datum zijn.
3,"['Número de documento', 'Tipo de documento', 'Fecha de nacimiento']",False,
3,"['Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
4,"['Last name', 'Date of birth', 'Gender', 'First name(s)']",False,
3,"['Last name', 'Date of birth', 'First name(s)']",False,
2,"['Data di nascita', 'Titolo']",False,
5,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
4,"['Nom', 'Date de naissance', 'Numéro de document', 'Type de document']",False,
3,"['Cognome', 'Numero documento', 'Tipo di documento']",False,
3,"['City', 'Company name', 'Vat number']",False,
2,"['Città', 'Provincia']",False,
1,['Province'],False,
2,"['Codice fiscale / Numero di previdenza sociale', 'Cognome']",False,
4,"['Numéro de document', 'Type de document', 'Prénom', 'Nom']",False,
7,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Cognome', 'Città', 'CAP', 'Via e numero civico']",False,
2,"['Provincia', 'Nome dell’azienda']",False,
1,['Company name'],False,
4,"['Fiscal number / Social security number', 'Postal code', 'Street and number', 'Country']",False,
2,"['Fecha de nacimiento', 'Nombre']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'CAP', 'Paese']",False,
1,['Land'],False,
4,"['Documentnummer', 'Voorna(a)m(en', 'Achternaam', 'Documenttype']",False,
4,"['Numéro fiscal / numéro de sécurité sociale', 'Ville', 'Code postal', 'Pays']",False,
3,"['Document number', 'Document type', 'Last name']",False,
3,"['Fornavn', 'Etternavn', 'Fødselsdato']",True,Angi en gyldig fødselsdato.
3,"['Nome', 'Sobrenome', 'Número do documento']",False,
2,"['Prénom', 'Nom']",False,
2,"['Fecha de nacimiento', 'Tipo de documento']",False,
3,"['Sobrenome', 'Data de nascimento', 'Número do documento']",False,
2,"['Efternamn', 'Dokumentnummer']",False,
2,"['Postal code', 'Province']",False,
4,"['Vorname(n)', 'Nachname', 'Dokumentnummer', 'Art des Dokuments']",False,
2,"['Achternaam', 'Documentnummer']",False,
2,"['Postal code', 'Vat number']",False,
2,"['Numéro fiscal / numéro de sécurité sociale', 'Code postal']",False,
4,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento']",False,
3,"['Vorname(n)', 'Nachname', 'Art des Dokuments']",False,
3,"['Città', 'CAP', 'Via e numero civico']",False,
6,"['Número fiscal / número de seguridad social', 'Nombre', 'Apellidos', 'Cuidad', 'Código postal', 'Calle y número']",False,
1,['Dokumenttype'],False,
1,['Dokumenttype'],False,
4,"['Prénom', 'Nom', 'Numéro de document', 'Type de document']",False,
5,"['Vorname(n)', 'Nachname', 'Dokumentnummer', 'Art des Dokuments', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
3,"['Postal code', 'Province', 'Street and number']",False,
2,"['Efternavn', 'Fødselsdato']",True,Angiv en gyldig fødselsdato.
5,"['Date of birth', 'Document number', 'First name(s)', 'Last name', 'Document type']",False,
2,"['Skatteregistreringsnummer/personnummer', 'Land']",False,
2,"['Prénom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
1,['Nom de famille'],False,
3,"['Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments']",False,
2,"['Fiscal number / Social security number', 'City']",False,
1,['Pays'],False,
5,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Género', 'Título']",False,
4,"['Nome', 'Sobrenome', 'Data de nascimento', 'Número do documento']",False,
1,['deliveryOptions.euTicket.passengerLabel.passenger.lastName'],False,
2,"['Tipo de documento', 'Apellidos']",False,
2,"['Nachname', 'Dokumentnummer']",False,
4,"['Nombre', 'Número de documento', 'Tipo de documento', 'Apellidos']",False,
3,"['Förnamn', 'Efternamn', 'Födelsedatum']",False,
3,"['Nombre', 'Tipo de documento', 'Apellidos']",False,
2,"['Fecha de nacimiento', 'Título']",False,
3,"['First name(s)', 'Document number', 'Last name']",False,
4,"['Prénom', 'Nom', 'Date de naissance', 'Civilité']",False,
3,"['Steuernummer / Sozialversicherungsnummer', 'Vorname', 'Nachname']",False,
5,"['Document number', 'Document type', 'First name(s)', 'Last name', 'Date of birth']",True,Please enter a valid date of birth.
3,"['Cuidad', 'Código postal', 'País']",False,
3,"['Apellidos', 'Nombre', 'Tipo de documento']",False,
5,"['Numéro de document', 'Type de document', 'Date de naissance', 'Prénom', 'Nom']",False,
6,"['Steuernummer / Sozialversicherungsnummer', 'Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer', 'Land']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Provincia']",False,
2,"['Geburtsdatum', 'Art des Dokuments']",False,
3,"['Fiscal number / Social security number', 'Postal code', 'Country']",False,
1,['Fødselsdato'],True,Angiv en gyldig fødselsdato.
3,"['Geburtsdatum', 'Vorname(n)', 'Nachname']",False,
3,"['Last name', 'First name(s)', 'Title']",False,
5,"['Documentnummer', 'Documenttype', 'Voorna(a)m(en', 'Achternaam', 'Geboortedatum']",True,Voer een geldige geboortedatum in.
4,"['Fornavn', 'Etternavn', 'Dokumentnummer', 'Dokumenttype']",False,
3,"['First name(s)', 'Date of birth', 'Last name']",False,
2,"['Date of birth', 'Last name']",False,
4,"['Cuidad', 'Código postal', 'Calle y número', 'País']",False,
4,"['Tipo de documento', 'Fecha de nacimiento', 'Número de documento', 'Apellidos']",False,
3,"['Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
3,"['Nombre', 'Tipo de documento', 'Apellidos']",False,
2,"['Numéro fiscal / numéro de sécurité sociale', 'Rue et numéro']",False,
3,"['Fecha de nacimiento', 'Tipo de documento', 'Apellidos']",False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Cognome', 'Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'Via e numero civico', 'Paese']",False,
5,"['Nome', 'Cognome', 'Città', 'CAP', 'Paese']",False,
4,"['Stadt', 'Postleitzahl (PLZ)', 'Firmenname', 'Umsatzsteuer-Identifikationsnummer']",False,
3,"['Prénom', 'Nom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
2,"['Last name', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
2,"['Fornavn', 'Etternavn']",False,
5,"['Data de nascimento', 'Número do documento', 'Tipo de documento', 'Nome', 'Sobrenome']",False,
3,"['Data di nascita', 'Nome', 'Cognome']",False,
3,"['Förnamn', 'Efternamn', 'Dokumentnummer']",False,
4,"['Tipo di documento', 'Nome', 'Cognome', 'Numero documento']",False,
6,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille', 'Code postal', 'Rue et numéro', 'Pays']",False,
2,"['Vorname(n)', 'Nachname']",False,
5,"['Numéro de document', 'Date de naissance', 'Type de document', 'Prénom', 'Nom']",False,
3,"['Tipo de documento', 'Apellidos', 'Número de documento']",False,
3,"['Vorname(n)', 'Nachname', 'Dokumentnummer']",False,
1,['Nombre'],False,
1,['deliveryOptions.euTicket.passengerLabel.passenger.dateOfBirth'],False,
4,"['Codice fiscale / Numero di previdenza sociale', 'Città', 'CAP', 'Paese']",False,
2,"['Data di nascita', 'Cognome']",False,
3,"['Vorname(n)', 'Geburtsdatum', 'Nachname']",False,
3,"['Apellidos', 'Fecha de nacimiento', 'Tipo de documento']",False,
4,"['Apellidos', 'Nombre', 'Número de documento', 'Tipo de documento']",False,
2,"['Vorname(n)', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
3,"['Número de documento', 'Apellidos', 'Tipo de documento']",False,
3,"['Geburtsdatum', 'Nachname', 'Anrede']",False,
3,"['Document number', 'Last name', 'Document type']",False,
2,"['Etternavn', 'Fornavn']",False,
2,"['Tipo de documento', 'Número do documento']",False,
3,"['Fornavn(e)', 'Efternavn', 'Titel']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'Cognome', 'Provincia']",False,
2,"['Vorname(n)', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
2,"['First name', 'Surname']",False,
2,"['Città', 'Paese']",False,
5,"['Date de naissance', 'Sexe', 'Prénom', 'Nom', 'Civilité']",False,
3,"['Prénom', 'Date de naissance', 'Civilité']",False,
2,"['Vorname', 'Nachname']",False,
2,"['First name(s)', 'Last name']",False,
3,"['Data de nascimento', 'Número do documento', 'Tipo de documento']",False,
1,['Dokumentnummer'],False,
4,"['Förnamn', 'Efternamn', 'Dokumentnummer', 'Dokumenttyp']",False,
6,"['Vorname', 'Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer', 'Land']",False,
4,"['Ville', 'Code postal', 'Rue et numéro', 'Pays']",False,
2,"['Nombre', 'Tipo de documento']",False,
2,"['Nom', 'Prénom']",False,
4,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum', 'Titel']",False,
5,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum', 'Documentnummer', 'Documenttype']",False,
4,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Anrede']",False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'CAP', 'Paese']",False,
6,"['Fiscal number / Social security number', 'First name', 'Surname', 'City', 'Postal code', 'Street and number']",False,
1,['Efternavn'],False,
2,"['Document number', 'Date of birth']",True,Please enter a valid date of birth.
2,"['Dokumentnummer', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
2,"['Nom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
4,"['Vorname(n)', 'Nachname', 'Dokumentnummer', 'Art des Dokuments']",False,
2,"['Cognome', 'Numero documento']",False,
1,['Efternamn'],False,
5,"['Geboortedatum', 'Geslacht', 'Voorna(a)m(en', 'Achternaam', 'Titel']",False,
5,"['Fecha de nacimiento', 'Nombre', 'Apellidos', 'Número de documento', 'Tipo de documento']",False,
4,"['Document number', 'Document type', 'First name(s)', 'Last name']",False,
2,"['Fecha de nacimiento', 'Apellidos']",False,
3,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum']",True,De geboortedatum is niet geldig voor het type passagier dat je hebt geselecteerd.
3,"['First name(s)', 'Last name', 'Title']",False,
6,"['Nome', 'Cognome', 'Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
4,"['Numéro fiscal / numéro de sécurité sociale', 'Ville', 'Code postal', 'Rue et numéro']",False,
2,"['Achternaam', 'Geboortedatum']",True,De geboortedatum is niet geldig voor het type passagier dat je hebt geselecteerd.
3,"['Nombre', 'Apellidos', 'Número de documento']",False,
4,"['Document type', 'First name(s)', 'Last name', 'Document number']",False,
3,"['Nachname', 'Geburtsdatum', 'Vorname(n)']",False,
1,['Fødselsdato'],True,Din fødselsdato er ikke gyldig for den valgte passagertype.
3,"['Tipo de documento', 'Fecha de nacimiento', 'Número de documento']",False,
4,"['Förnamn', 'Efternamn', 'Dokumentnummer', 'Dokumenttyp']",False,
2,"['Geburtsdatum', 'Nachname']",False,
4,"['Nachname', 'Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments']",False,
2,"['Data de nascimento', 'Número do documento']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'CAP', 'Via e numero civico']",False,
1,['Code postal'],False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Città', 'CAP', 'Via e numero civico', 'Paese']",False,
2,"['Geburtsdatum', 'Dokumentnummer']",False,
1,['Surname'],False,
3,"['Achternaam', 'Voorna(a)m(en', 'Geboortedatum']",True,De geboortedatum is niet geldig voor het type passagier dat je hebt geselecteerd.
2,"['Cognome', 'Provincia']",False,
4,"['Cognome', 'Data di nascita', 'Numero documento', 'Tipo di documento']",False,
4,"['Nombre', 'Tipo de documento', 'Apellidos', 'Número de documento']",False,
2,"['Voorna(a)m(en', 'Titel']",False,
2,"['Date of birth', 'Gender']",False,
2,"['Last name', 'Document type']",False,
3,"['Nombre', 'Tipo de documento', 'Número de documento']",False,
3,"['Document number', 'First name(s)', 'Last name']",False,
2,"['Dokumentnummer', 'Art des Dokuments']",False,
2,"['Surname', 'Country']",False,
2,"['Province', 'Vat number']",False,
4,"['Last name', 'First name(s)', 'Document number', 'Document type']",False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'CAP', 'Via e numero civico', 'Paese']",False,
4,"['Fiscal number / Social security number', 'City', 'Postal code', 'Country']",False,
2,"['Nombre', 'Fecha de nacimiento']",False,
3,"['Förnamn', 'Efternamn', 'Dokumentnummer']",False,
5,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
4,"['Numero documento', 'Nome', 'Cognome', 'Tipo di documento']",False,
4,"['Dokumentnummer', 'Vorname(n)', 'Nachname', 'Art des Dokuments']",False,
3,"['Vorname(n)', 'Geburtsdatum', 'Anrede']",False,
4,"['Apellidos', 'Nombre', 'Número de documento', 'Tipo de documento']",False,
5,"['Numero documento', 'Nome', 'Cognome', 'Data di nascita', 'Tipo di documento']",False,
4,"['Nachname', 'Dokumentnummer', 'Art des Dokuments', 'Vorname(n)']",False,
6,"['Förnamn', 'Efternamn', 'Ort', 'Postnummer', 'Gata och nummer', 'Land']",False,
3,"['Città', 'Provincia', 'Via e numero civico']",False,
4,"['Cognome', 'Numero documento', 'Tipo di documento', 'Nome']",False,
2,"['First name(s)', 'Document type']",False,
2,"['Fecha de nacimiento', 'Apellidos']",False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Città', 'Via e numero civico', 'Paese']",False,
2,"['Postal code', 'Country']",False,
5,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments']",False,
2,"['Geburtsdatum', 'Geschlecht']",False,
3,"['Förnamn', 'Efternamn', 'Titel']",False,
3,"['Date de naissance', 'Nom', 'Prénom']",False,
3,"['Nome', 'Cognome', 'Numero documento']",False,
3,"['Nome', 'Cognome', 'Titolo']",False,
3,"['Nom', 'Date de naissance', 'Sexe']",False,
5,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
3,"['Nombre', 'Apellidos', 'Número de documento']",False,
2,"['CAP', 'Via e numero civico']",False,
1,['País'],False,
2,"['Code postal', 'Nom de l’entreprise']",False,
3,"['First name(s)', 'Last name', 'Document type']",False,
5,"['Nachname', 'Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments', 'Vorname(n)']",False,
2,"['Date of birth', 'First name(s)']",False,
1,['Numero documento'],False,
1,['Fødselsdato'],True,Angi en gyldig fødselsdato.
2,"['Documentnummer', 'Achternaam']",False,
4,"['Nome', 'Sobrenome', 'Data de nascimento', 'Título']",False,
4,"['Genere', 'Nome', 'Cognome', 'Data di nascita']",False,
2,"['Fiscal number / Social security number', 'Postal code']",False,
2,"['Via e numero civico', 'Paese']",False,
3,"['Stadt', 'Postleitzahl (PLZ)', 'Umsatzsteuernummer']",False,
3,"['First name(s)', 'Last name', 'Document number']",False,
5,"['Date of birth', 'First name(s)', 'Last name', 'Document number', 'Document type']",False,
3,"['Last name', 'Document number', 'First name(s)']",False,
4,"['Geschlecht', 'Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
4,"['Sobrenome', 'Data de nascimento', 'Número do documento', 'Tipo de documento']",False,
2,"['Nachname', 'Geburtsdatum']",True,Darf nicht vor 1900 bzw. nach dem heutigen Datum liegen.
3,"['Numéro fiscal / numéro de sécurité sociale', 'Ville', 'Code postal']",False,
2,"['Nombre', 'Tipo de documento']",False,
5,"['Data de nascimento', 'Número do documento', 'Nome', 'Sobrenome', 'Tipo de documento']",False,
3,"['Cognome', 'Nome', 'Data di nascita']",False,
6,"['Prénom', 'Nom de famille', 'Ville', 'Code postal', 'Rue et numéro', 'Pays']",False,
2,"['Vorname(n)', 'Dokumentnummer']",False,
4,"['Numero documento', 'Tipo di documento', 'Nome', 'Cognome']",False,
2,"['First name(s)', 'Last name']",False,
3,"['Vorname(n)', 'Geburtsdatum', 'Nachname']",False,
2,"['Número de documento', 'Tipo de documento']",False,
3,"['First name(s)', 'Date of birth', 'Last name']",False,
3,"['Date of birth', 'Document number', 'Document type']",False,
2,"['Tipo de documento', 'Nombre']",False,
2,"['Vorname(n)', 'Geburtsdatum']",True,Darf nicht vor 1900 bzw. nach dem heutigen Datum liegen.
2,"['Prénom', 'Nom']",False,
3,"['Data di nascita', 'Nome', 'Cognome']",False,
4,"['Dokumentnummer', 'Art des Dokuments', 'Vorname(n)', 'Nachname']",False,
2,"['Data di nascita', 'Titolo']",False,
5,"['Date of birth', 'Document number', 'Document type', 'First name(s)', 'Last name']",False,
6,"['Steuernummer / Sozialversicherungsnummer', 'Vorname', 'Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer']",False,
2,"['Tipo de documento', 'Fecha de nacimiento']",False,
4,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille', 'Rue et numéro']",False,
4,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'CAP']",False,
7,"['Skatteregistreringsnummer/personnummer', 'Förnamn', 'Efternamn', 'Ort', 'Postnummer', 'Gata och nummer', 'Land']",False,
4,"['Número de documento', 'Apellidos', 'Fecha de nacimiento', 'Tipo de documento']",False,
1,['Achternaam'],False,
5,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments']",False,
2,"['deliveryOptions.euTicket.passengerLabel.passenger.lastName', 'deliveryOptions.euTicket.passengerLabel.passenger.dateOfBirth']",False,
2,"['Nombre', 'Apellidos']",False,
1,['Dokumentnummer'],False,
2,"['Data de nascimento', 'Número do documento']",False,
3,"['CAP', 'Via e numero civico', 'Paese']",False,
4,"['Tipo de documento', 'Número de documento', 'Fecha de nacimiento', 'Apellidos']",False,
6,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments', 'Anrede']",False,
2,"['Numéro fiscal / numéro de sécurité sociale', 'Nom de famille']",False,
2,"['Date of birth', 'Document type']",False,
2,"['Firmenname', 'Umsatzsteuernummer']",False,
1,['Provincia'],False,
5,"['Nome', 'Cognome', 'Città', 'CAP', 'Via e numero civico']",False,
2,"['Geburtsdatum', 'Dokumentnummer']",False,
3,"['Nom', 'Date de naissance', 'Prénom']",False,
5,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille', 'Code postal', 'Rue et numéro']",False,
3,"['Postal code', 'Province', 'Vat number']",False,
4,"['Fiscal number / Social security number', 'City', 'Postal code', 'Street and number']",False,
6,"['Voornaam', 'Achternaam', 'Plaats', 'Postcode', 'Straat en huisnummer', 'Land']",False,
2,"['Steuernummer / Sozialversicherungsnummer', 'Region']",False,
5,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
3,"['Document number', 'Date of birth', 'Document type']",False,
4,"['Geburtsdatum', 'Geschlecht', 'Vorname(n)', 'Nachname']",False,
2,"['Code postal', 'Numéro de TVA']",False,
4,"['Data di nascita', 'Nome', 'Cognome', 'Titolo']",False,
